geneid,Symbol
ENSG00000145287,PLAC8
ENSG00000173261,PLAC8L1
ENSG00000189129,PLAC9
ENSG00000214100,PLAC9P1
ENSG00000181690,PLAG1
ENSG00000118495,PLAGL1
ENSG00000126003,PLAGL2
ENSG00000104368,PLAT
ENSG00000122861,PLAU
ENSG00000011422,PLAUR
ENSG00000163803,PLB1
ENSG00000121316,PLBD1
ENSG00000256751,PLBD1-AS1
ENSG00000151176,PLBD2
ENSG00000182621,PLCB1
ENSG00000225479,PLCB1-IT1
ENSG00000137841,PLCB2
ENSG00000259307,PLCB2-AS1
ENSG00000149782,PLCB3
ENSG00000101333,PLCB4
ENSG00000187091,PLCD1
ENSG00000161714,PLCD3
ENSG00000115556,PLCD4
ENSG00000138193,PLCE1
ENSG00000268894,PLCE1-AS1
ENSG00000232913,PLCE1-AS2
ENSG00000276940,PLCE1P1
ENSG00000124181,PLCG1
ENSG00000226648,PLCG1-AS1
ENSG00000197943,PLCG2
ENSG00000114805,PLCH1
ENSG00000239508,PLCH1-AS1
ENSG00000242925,PLCH1-AS2
ENSG00000149527,PLCH2
ENSG00000115896,PLCL1
ENSG00000154822,PLCL2
ENSG00000226441,PLCL2-AS1
ENSG00000182378,PLCXD1
ENSG00000240891,PLCXD2
ENSG00000240766,PLCXD2-AS1
ENSG00000182836,PLCXD3
ENSG00000139151,PLCZ1
ENSG00000075651,PLD1
ENSG00000129219,PLD2
ENSG00000105223,PLD3
ENSG00000166428,PLD4
ENSG00000180287,PLD5
ENSG00000179598,PLD6
ENSG00000178209,PLEC
ENSG00000115956,PLEK
ENSG00000100558,PLEK2
ENSG00000107679,PLEKHA1
ENSG00000169499,PLEKHA2
ENSG00000116095,PLEKHA3
ENSG00000269800,PLEKHA3P1
ENSG00000105559,PLEKHA4
ENSG00000052126,PLEKHA5
ENSG00000143850,PLEKHA6
ENSG00000166689,PLEKHA7
ENSG00000106086,PLEKHA8
ENSG00000134297,PLEKHA8P1
ENSG00000021300,PLEKHB1
ENSG00000115762,PLEKHB2
ENSG00000175985,PLEKHD1
ENSG00000166289,PLEKHF1
ENSG00000175895,PLEKHF2
ENSG00000120278,PLEKHG1
ENSG00000090924,PLEKHG2
ENSG00000126822,PLEKHG3
ENSG00000196155,PLEKHG4
ENSG00000153404,PLEKHG4B
ENSG00000171680,PLEKHG5
ENSG00000008323,PLEKHG6
ENSG00000187510,PLEKHG7
ENSG00000054690,PLEKHH1
ENSG00000152527,PLEKHH2
ENSG00000068137,PLEKHH3
ENSG00000104886,PLEKHJ1
ENSG00000225190,PLEKHM1
ENSG00000214176,PLEKHM1P1
ENSG00000116786,PLEKHM2
ENSG00000178385,PLEKHM3
ENSG00000187583,PLEKHN1
ENSG00000023902,PLEKHO1
ENSG00000241839,PLEKHO2
ENSG00000148735,PLEKHS1
ENSG00000188771,PLET1
ENSG00000122194,PLG
ENSG00000240935,PLGLA
ENSG00000183281,PLGLB1
ENSG00000125551,PLGLB2
ENSG00000107020,PLGRKT
ENSG00000166819,PLIN1
ENSG00000147872,PLIN2
ENSG00000105355,PLIN3
ENSG00000167676,PLIN4
ENSG00000214456,PLIN5
ENSG00000166851,PLK1
ENSG00000145632,PLK2
ENSG00000173846,PLK3
ENSG00000142731,PLK4
ENSG00000185988,PLK5
ENSG00000102934,PLLP
ENSG00000198523,PLN
ENSG00000083444,PLOD1
ENSG00000152952,PLOD2
ENSG00000106397,PLOD3
ENSG00000123560,PLP1
ENSG00000102007,PLP2
ENSG00000147471,PLPBP
ENSG00000067113,PLPP1
ENSG00000141934,PLPP2
ENSG00000162407,PLPP3
ENSG00000203805,PLPP4
ENSG00000147535,PLPP5
ENSG00000205808,PLPP6
ENSG00000160539,PLPP7
ENSG00000148123,PLPPR1
ENSG00000105520,PLPPR2
ENSG00000129951,PLPPR3
ENSG00000117600,PLPPR4
ENSG00000117598,PLPPR5
ENSG00000171566,PLRG1
ENSG00000120756,PLS1
ENSG00000239641,PLS1-AS1
ENSG00000102024,PLS3
ENSG00000271826,PLS3-AS1
ENSG00000188313,PLSCR1
ENSG00000163746,PLSCR2
ENSG00000187838,PLSCR3
ENSG00000114698,PLSCR4
ENSG00000231213,PLSCR5
ENSG00000241457,PLSCR5-AS1
ENSG00000100979,PLTP
ENSG00000247381,PLUT
ENSG00000130300,PLVAP
ENSG00000161381,PLXDC1
ENSG00000120594,PLXDC2
ENSG00000114554,PLXNA1
ENSG00000076356,PLXNA2
ENSG00000130827,PLXNA3
ENSG00000221866,PLXNA4
ENSG00000164050,PLXNB1
ENSG00000196576,PLXNB2
ENSG00000198753,PLXNB3
ENSG00000136040,PLXNC1
ENSG00000004399,PLXND1
ENSG00000162877,PM20D1
ENSG00000146281,PM20D2
ENSG00000141682,PMAIP1
ENSG00000183395,PMCH
ENSG00000168967,PMCHL1
ENSG00000169040,PMCHL2
ENSG00000185664,PMEL
ENSG00000124225,PMEPA1
ENSG00000160783,PMF1
ENSG00000260238,PMF1-BGLAP
ENSG00000118557,PMFBP1
ENSG00000140464,PML
ENSG00000100417,PMM1
ENSG00000140650,PMM2
ENSG00000147588,PMP2
ENSG00000109099,PMP22
ENSG00000165688,PMPCA
ENSG00000248817,PMPCAP1
ENSG00000105819,PMPCB
ENSG00000064933,PMS1
ENSG00000122512,PMS2
ENSG00000187953,PMS2CL
ENSG00000078319,PMS2P1
ENSG00000278416,PMS2P2
ENSG00000127957,PMS2P3
ENSG00000067601,PMS2P4
ENSG00000123965,PMS2P5
ENSG00000174384,PMS2P6
ENSG00000229018,PMS2P7
ENSG00000233448,PMS2P9
ENSG00000163344,PMVK
ENSG00000130822,PNCK
ENSG00000132424,PNISR
ENSG00000127838,PNKD
ENSG00000228089,PNKDP1
ENSG00000039650,PNKP
ENSG00000146453,PNLDC1
ENSG00000175535,PNLIP
ENSG00000232091,PNLIPP1
ENSG00000187021,PNLIPRP1
ENSG00000266200,PNLIPRP2
ENSG00000203837,PNLIPRP3
ENSG00000176903,PNMA1
ENSG00000240694,PNMA2
ENSG00000183837,PNMA3
ENSG00000198883,PNMA5
ENSG00000235961,PNMA6A
ENSG00000268883,PNMA6B
ENSG00000214897,PNMA6E
ENSG00000225110,PNMA6F
ENSG00000182013,PNMA8A
ENSG00000204851,PNMA8B
ENSG00000277531,PNMA8C
ENSG00000141744,PNMT
ENSG00000100941,PNN
ENSG00000115946,PNO1
ENSG00000168081,PNOC
ENSG00000198805,PNP
ENSG00000180316,PNPLA1
ENSG00000177666,PNPLA2
ENSG00000100344,PNPLA3
ENSG00000006757,PNPLA4
ENSG00000235451,PNPLA4P1
ENSG00000100341,PNPLA5
ENSG00000032444,PNPLA6
ENSG00000130653,PNPLA7
ENSG00000135241,PNPLA8
ENSG00000108439,PNPO
ENSG00000138035,PNPT1
ENSG00000229241,PNPT1P1
ENSG00000233272,PNPT1P2
ENSG00000146278,PNRC1
ENSG00000189266,PNRC2
ENSG00000228217,PNRC2P1
ENSG00000164087,POC1A
ENSG00000139323,POC1B
ENSG00000270344,POC1B-AS1
ENSG00000259075,POC1B-GALNT4
ENSG00000152359,POC5
ENSG00000174348,PODN
ENSG00000132000,PODNL1
ENSG00000128567,PODXL
ENSG00000114631,PODXL2
ENSG00000124429,POF1B
ENSG00000101346,POFUT1
ENSG00000186866,POFUT2
ENSG00000143157,POGK
ENSG00000163389,POGLUT1
ENSG00000143442,POGZ
ENSG00000101868,POLA1
ENSG00000014138,POLA2
ENSG00000070501,POLB
ENSG00000062822,POLD1
ENSG00000106628,POLD2
ENSG00000213730,POLD2P1
ENSG00000077514,POLD3
ENSG00000175482,POLD4
ENSG00000004142,POLDIP2
ENSG00000100227,POLDIP3
ENSG00000177084,POLE
ENSG00000100479,POLE2
ENSG00000148229,POLE3
ENSG00000115350,POLE4
ENSG00000140521,POLG
ENSG00000256525,POLG2
ENSG00000170734,POLH
ENSG00000232970,POLHP1
ENSG00000101751,POLI
ENSG00000122008,POLK
ENSG00000166169,POLL
ENSG00000122678,POLM
ENSG00000130997,POLN
ENSG00000051341,POLQ
ENSG00000068654,POLR1A
ENSG00000125630,POLR1B
ENSG00000171453,POLR1C
ENSG00000186184,POLR1D
ENSG00000137054,POLR1E
ENSG00000181222,POLR2A
ENSG00000047315,POLR2B
ENSG00000102978,POLR2C
ENSG00000228600,POLR2CP1
ENSG00000144231,POLR2D
ENSG00000099817,POLR2E
ENSG00000100142,POLR2F
ENSG00000168002,POLR2G
ENSG00000163882,POLR2H
ENSG00000105258,POLR2I
ENSG00000005075,POLR2J
ENSG00000228049,POLR2J2
ENSG00000267645,POLR2J2
ENSG00000168255,POLR2J3
ENSG00000214783,POLR2J4
ENSG00000272655,POLR2J4
ENSG00000147669,POLR2K
ENSG00000258284,POLR2KP1
ENSG00000224510,POLR2KP2
ENSG00000177700,POLR2L
ENSG00000238211,POLR2LP1
ENSG00000255529,POLR2M
ENSG00000148606,POLR3A
ENSG00000013503,POLR3B
ENSG00000186141,POLR3C
ENSG00000168495,POLR3D
ENSG00000214626,POLR3DP1
ENSG00000058600,POLR3E
ENSG00000132664,POLR3F
ENSG00000113356,POLR3G
ENSG00000121851,POLR3GL
ENSG00000268295,POLR3GP1
ENSG00000266984,POLR3GP2
ENSG00000100413,POLR3H
ENSG00000161980,POLR3K
ENSG00000232647,POLR3KP1
ENSG00000099821,POLRMT
ENSG00000196313,POM121
ENSG00000205578,POM121B
ENSG00000272391,POM121C
ENSG00000183169,POM121L1P
ENSG00000158553,POM121L2
ENSG00000167390,POM121L3P
ENSG00000217261,POM121L4P
ENSG00000243307,POM121L6P
ENSG00000239511,POM121L7P
ENSG00000229266,POM121L8P
ENSG00000128262,POM121L9P
ENSG00000115138,POMC
ENSG00000085998,POMGNT1
ENSG00000144647,POMGNT2
ENSG00000185900,POMK
ENSG00000132963,POMP
ENSG00000130714,POMT1
ENSG00000009830,POMT2
ENSG00000146707,POMZP3
ENSG00000005421,PON1
ENSG00000105854,PON2
ENSG00000105852,PON3
ENSG00000104356,POP1
ENSG00000105171,POP4
ENSG00000167272,POP5
ENSG00000172336,POP7
ENSG00000121577,POPDC2
ENSG00000132429,POPDC3
ENSG00000127948,POR
ENSG00000102312,PORCN
ENSG00000133110,POSTN
ENSG00000128513,POT1
ENSG00000224897,POT1-AS1
ENSG00000188877,POTEA
ENSG00000233917,POTEB
ENSG00000230031,POTEB2
ENSG00000278522,POTEB3
ENSG00000183206,POTEC
ENSG00000166351,POTED
ENSG00000188219,POTEE
ENSG00000196604,POTEF
ENSG00000187537,POTEG
ENSG00000198062,POTEH
ENSG00000236666,POTEH-AS1
ENSG00000196834,POTEI
ENSG00000222038,POTEJ
ENSG00000204434,POTEKP
ENSG00000222036,POTEM
ENSG00000064835,POU1F1
ENSG00000110777,POU2AF1
ENSG00000143190,POU2F1
ENSG00000028277,POU2F2
ENSG00000137709,POU2F3
ENSG00000185668,POU3F1
ENSG00000184486,POU3F2
ENSG00000198914,POU3F3
ENSG00000196767,POU3F4
ENSG00000152192,POU4F1
ENSG00000151615,POU4F2
ENSG00000091010,POU4F3
ENSG00000204531,POU5F1
ENSG00000212993,POU5F1B
ENSG00000253382,POU5F1P2
ENSG00000235602,POU5F1P3
ENSG00000237872,POU5F1P4
ENSG00000236375,POU5F1P5
ENSG00000242551,POU5F1P6
ENSG00000248365,POU5F1P7
ENSG00000248483,POU5F2
ENSG00000184271,POU6F1
ENSG00000106536,POU6F2
ENSG00000224122,POU6F2-AS1
ENSG00000233854,POU6F2-AS2
ENSG00000183977,PP2D1
ENSG00000180817,PPA1
ENSG00000138777,PPA2
ENSG00000130810,PPAN
ENSG00000243207,PPAN-P2RY11
ENSG00000186951,PPARA
ENSG00000112033,PPARD
ENSG00000132170,PPARG
ENSG00000109819,PPARGC1A
ENSG00000155846,PPARGC1B
ENSG00000128059,PPAT
ENSG00000241293,PPATP1
ENSG00000271433,PPATP2
ENSG00000163736,PPBP
ENSG00000250550,PPBPP1
ENSG00000248848,PPBPP2
ENSG00000138621,PPCDC
ENSG00000127125,PPCS
ENSG00000125534,PPDPF
ENSG00000086717,PPEF1
ENSG00000237221,PPEF1-AS1
ENSG00000156194,PPEF2
ENSG00000131626,PPFIA1
ENSG00000139220,PPFIA2
ENSG00000257467,PPFIA2-AS1
ENSG00000177380,PPFIA3
ENSG00000143847,PPFIA4
ENSG00000110841,PPFIBP1
ENSG00000166387,PPFIBP2
ENSG00000134283,PPHLN1
ENSG00000196262,PPIA
ENSG00000263353,PPIAL4A
ENSG00000263464,PPIAL4C
ENSG00000256374,PPIAL4D
ENSG00000271567,PPIAL4E
ENSG00000279782,PPIAL4F
ENSG00000236334,PPIAL4G
ENSG00000215351,PPIAP1
ENSG00000227379,PPIAP2
ENSG00000235044,PPIAP3
ENSG00000258477,PPIAP6
ENSG00000173810,PPIAP7
ENSG00000219797,PPIAP9
ENSG00000166794,PPIB
ENSG00000168938,PPIC
ENSG00000171497,PPID
ENSG00000084072,PPIE
ENSG00000243970,PPIEL
ENSG00000108179,PPIF
ENSG00000138398,PPIG
ENSG00000171960,PPIH
ENSG00000137168,PPIL1
ENSG00000237951,PPIL1P1
ENSG00000100023,PPIL2
ENSG00000240344,PPIL3
ENSG00000131013,PPIL4
ENSG00000185250,PPIL6
ENSG00000168781,PPIP5K1
ENSG00000145725,PPIP5K2
ENSG00000118898,PPL
ENSG00000100614,PPM1A
ENSG00000250483,PPM1AP1
ENSG00000138032,PPM1B
ENSG00000170836,PPM1D
ENSG00000175175,PPM1E
ENSG00000100034,PPM1F
ENSG00000115241,PPM1G
ENSG00000111110,PPM1H
ENSG00000155367,PPM1J
ENSG00000163644,PPM1K
ENSG00000163590,PPM1L
ENSG00000164088,PPM1M
ENSG00000213889,PPM1N
ENSG00000214517,PPME1
ENSG00000143224,PPOX
ENSG00000172531,PPP1CA
ENSG00000213639,PPP1CB
ENSG00000186298,PPP1CC
ENSG00000135447,PPP1R1A
ENSG00000255255,PPP1R1AP1
ENSG00000131771,PPP1R1B
ENSG00000150722,PPP1R1C
ENSG00000184203,PPP1R2
ENSG00000234515,PPP1R2P1
ENSG00000234008,PPP1R2P2
ENSG00000241353,PPP1R2P4
ENSG00000229360,PPP1R2P5
ENSG00000241661,PPP1R2P6
ENSG00000154415,PPP1R3A
ENSG00000173281,PPP1R3B
ENSG00000119938,PPP1R3C
ENSG00000132825,PPP1R3D
ENSG00000235194,PPP1R3E
ENSG00000049769,PPP1R3F
ENSG00000219607,PPP1R3G
ENSG00000115685,PPP1R7
ENSG00000117751,PPP1R8
ENSG00000224986,PPP1R8P1
ENSG00000158528,PPP1R9A
ENSG00000108819,PPP1R9B
ENSG00000113575,PPP2CA
ENSG00000104695,PPP2CB
ENSG00000105568,PPP2R1A
ENSG00000137713,PPP2R1B
ENSG00000221914,PPP2R2A
ENSG00000156475,PPP2R2B
ENSG00000249553,PPP2R2B-IT1
ENSG00000074211,PPP2R2C
ENSG00000175470,PPP2R2D
ENSG00000231668,PPP2R2DP1
ENSG00000073711,PPP2R3A
ENSG00000167393,PPP2R3B
ENSG00000092020,PPP2R3C
ENSG00000066027,PPP2R5A
ENSG00000068971,PPP2R5B
ENSG00000078304,PPP2R5C
ENSG00000112640,PPP2R5D
ENSG00000154001,PPP2R5E
ENSG00000138814,PPP3CA
ENSG00000107758,PPP3CB
ENSG00000221817,PPP3CB-AS1
ENSG00000120910,PPP3CC
ENSG00000221823,PPP3R1
ENSG00000188386,PPP3R2
ENSG00000149923,PPP4C
ENSG00000154845,PPP4R1
ENSG00000263627,PPP4R1-AS1
ENSG00000124224,PPP4R1L
ENSG00000163605,PPP4R2
ENSG00000100796,PPP4R3A
ENSG00000275052,PPP4R3B
ENSG00000119698,PPP4R4
ENSG00000011485,PPP5C
ENSG00000230510,PPP5D1
ENSG00000119414,PPP6C
ENSG00000105063,PPP6R1
ENSG00000100239,PPP6R2
ENSG00000233442,PPP6R2P1
ENSG00000110075,PPP6R3
ENSG00000148840,PPRC1
ENSG00000131238,PPT1
ENSG00000221988,PPT2
ENSG00000258388,PPT2-EGFL8
ENSG00000196850,PPTC7
ENSG00000113593,PPWD1
ENSG00000108849,PPY
ENSG00000265060,PPY2P
ENSG00000102103,PQBP1
ENSG00000122490,PQLC1
ENSG00000231763,PQLC1P1
ENSG00000040487,PQLC2
ENSG00000174899,PQLC2L
ENSG00000162976,PQLC3
ENSG00000159182,PRAC1
ENSG00000229637,PRAC2
ENSG00000135617,PRADC1
ENSG00000236165,PRADC1P1
ENSG00000243279,PRAF2
ENSG00000275342,PRAG1
ENSG00000279296,PRAL
ENSG00000133246,PRAM1
ENSG00000185686,PRAME
ENSG00000116721,PRAMEF1
ENSG00000120952,PRAMEF2
ENSG00000243073,PRAMEF4
ENSG00000270601,PRAMEF5
ENSG00000232423,PRAMEF6
ENSG00000204510,PRAMEF7
ENSG00000182330,PRAMEF8
ENSG00000204505,PRAMEF9
ENSG00000197549,PRAMENP
ENSG00000165828,PRAP1
ENSG00000251655,PRB1
ENSG00000121335,PRB2
ENSG00000197870,PRB3
ENSG00000230657,PRB4
ENSG00000198901,PRC1
ENSG00000258725,PRC1-AS1
ENSG00000143294,PRCC
ENSG00000214140,PRCD
ENSG00000137509,PRCP
ENSG00000057657,PRDM1
ENSG00000116731,PRDM2
ENSG00000110851,PRDM4
ENSG00000138738,PRDM5
ENSG00000061455,PRDM6
ENSG00000126856,PRDM7
ENSG00000152784,PRDM8
ENSG00000164256,PRDM9
ENSG00000117450,PRDX1
ENSG00000214121,PRDX1P1
ENSG00000167815,PRDX2
ENSG00000215049,PRDX2P1
ENSG00000213724,PRDX2P2
ENSG00000249140,PRDX2P3
ENSG00000213177,PRDX2P4
ENSG00000165672,PRDX3
ENSG00000229598,PRDX3P1
ENSG00000231468,PRDX3P2
ENSG00000234701,PRDX3P3
ENSG00000239926,PRDX3P4
ENSG00000123131,PRDX4
ENSG00000248987,PRDX4P1
ENSG00000126432,PRDX5
ENSG00000117592,PRDX6
ENSG00000138073,PREB
ENSG00000169230,PRELID1
ENSG00000217325,PRELID1P1
ENSG00000217408,PRELID1P2
ENSG00000235816,PRELID1P3
ENSG00000259592,PRELID1P4
ENSG00000186314,PRELID2
ENSG00000257336,PRELID2P1
ENSG00000141391,PRELID3A
ENSG00000101166,PRELID3B
ENSG00000226226,PRELID3BP1
ENSG00000271242,PRELID3BP2
ENSG00000264907,PRELID3BP3
ENSG00000251163,PRELID3BP4
ENSG00000251656,PRELID3BP5
ENSG00000249516,PRELID3BP6
ENSG00000250711,PRELID3BP7
ENSG00000270741,PRELID3BP8
ENSG00000188783,PRELP
ENSG00000085377,PREP
ENSG00000138078,PREPL
ENSG00000124126,PREX1
ENSG00000046889,PREX2
ENSG00000180644,PRF1
ENSG00000186652,PRG2
ENSG00000156575,PRG3
ENSG00000116690,PRG4
ENSG00000231887,PRH1
ENSG00000134551,PRH2
ENSG00000139174,PRICKLE1
ENSG00000163637,PRICKLE2
ENSG00000241111,PRICKLE2-AS1
ENSG00000241572,PRICKLE2-AS1
ENSG00000241101,PRICKLE2-AS2
ENSG00000226017,PRICKLE2-AS3
ENSG00000012211,PRICKLE3
ENSG00000278224,PRICKLE4
ENSG00000198056,PRIM1
ENSG00000146143,PRIM2
ENSG00000175785,PRIMA1
ENSG00000164306,PRIMPOL
ENSG00000132356,PRKAA1
ENSG00000162409,PRKAA2
ENSG00000111725,PRKAB1
ENSG00000131791,PRKAB2
ENSG00000072062,PRKACA
ENSG00000142875,PRKACB
ENSG00000165059,PRKACG
ENSG00000181929,PRKAG1
ENSG00000106617,PRKAG2
ENSG00000239911,PRKAG2-AS1
ENSG00000115592,PRKAG3
ENSG00000108946,PRKAR1A
ENSG00000233401,PRKAR1AP1
ENSG00000188191,PRKAR1B
ENSG00000114302,PRKAR2A
ENSG00000224424,PRKAR2A-AS1
ENSG00000005249,PRKAR2B
ENSG00000154229,PRKCA
ENSG00000264630,PRKCA-AS1
ENSG00000166501,PRKCB
ENSG00000163932,PRKCD
ENSG00000171132,PRKCE
ENSG00000126583,PRKCG
ENSG00000027075,PRKCH
ENSG00000163558,PRKCI
ENSG00000065675,PRKCQ
ENSG00000237943,PRKCQ-AS1
ENSG00000130175,PRKCSH
ENSG00000067606,PRKCZ
ENSG00000182873,PRKCZ-AS1
ENSG00000184304,PRKD1
ENSG00000105287,PRKD2
ENSG00000115825,PRKD3
ENSG00000253729,PRKDC
ENSG00000185532,PRKG1
ENSG00000236671,PRKG1-AS1
ENSG00000138669,PRKG2
ENSG00000185345,PRKN
ENSG00000180228,PRKRA
ENSG00000128563,PRKRIP1
ENSG00000183943,PRKX
ENSG00000236188,PRKX-AS1
ENSG00000259205,PRKXP1
ENSG00000099725,PRKY
ENSG00000172179,PRL
ENSG00000071677,PRLH
ENSG00000119973,PRLHR
ENSG00000113494,PRLR
ENSG00000175646,PRM1
ENSG00000122304,PRM2
ENSG00000178257,PRM3
ENSG00000126457,PRMT1
ENSG00000270706,PRMT1P1
ENSG00000160310,PRMT2
ENSG00000185238,PRMT3
ENSG00000100462,PRMT5
ENSG00000237054,PRMT5-AS1
ENSG00000249004,PRMT5P1
ENSG00000198890,PRMT6
ENSG00000132600,PRMT7
ENSG00000111218,PRMT8
ENSG00000164169,PRMT9
ENSG00000171864,PRND
ENSG00000171867,PRNP
ENSG00000180259,PRNT
ENSG00000228672,PROB1
ENSG00000115718,PROC
ENSG00000167525,PROCA1
ENSG00000101000,PROCR
ENSG00000100033,PRODH
ENSG00000250799,PRODH2
ENSG00000143125,PROK1
ENSG00000163421,PROK2
ENSG00000169618,PROKR1
ENSG00000101292,PROKR2
ENSG00000007062,PROM1
ENSG00000155066,PROM2
ENSG00000175325,PROP1
ENSG00000162997,PRORSD1P
ENSG00000183146,PRORY
ENSG00000184500,PROS1
ENSG00000189002,PROS2P
ENSG00000120685,PROSER1
ENSG00000148426,PROSER2
ENSG00000225778,PROSER2-AS1
ENSG00000167595,PROSER3
ENSG00000117707,PROX1
ENSG00000230461,PROX1-AS1
ENSG00000119608,PROX2
ENSG00000126231,PROZ
ENSG00000117360,PRPF3
ENSG00000136875,PRPF4
ENSG00000112739,PRPF4B
ENSG00000101161,PRPF6
ENSG00000174231,PRPF8
ENSG00000135406,PRPH
ENSG00000112619,PRPH2
ENSG00000147224,PRPS1
ENSG00000229937,PRPS1L1
ENSG00000226847,PRPS1P1
ENSG00000232630,PRPS1P2
ENSG00000101911,PRPS2
ENSG00000161542,PRPSAP1
ENSG00000141127,PRPSAP2
ENSG00000204576,PRR3
ENSG00000111215,PRR4
ENSG00000186654,PRR5
ENSG00000248405,PRR5-ARHGAP8
ENSG00000135362,PRR5L
ENSG00000131188,PRR7
ENSG00000246334,PRR7-AS1
ENSG00000203783,PRR9
ENSG00000164244,PRRC1
ENSG00000204469,PRRC2A
ENSG00000130723,PRRC2B
ENSG00000117523,PRRC2C
ENSG00000216777,PRRC2CP1
ENSG00000130962,PRRG1
ENSG00000126460,PRRG2
ENSG00000130032,PRRG3
ENSG00000135378,PRRG4
ENSG00000204314,PRRT1
ENSG00000167371,PRRT2
ENSG00000163704,PRRT3
ENSG00000230082,PRRT3-AS1
ENSG00000224940,PRRT4
ENSG00000116132,PRRX1
ENSG00000167157,PRRX2
ENSG00000236024,PRRX2-AS1
ENSG00000204983,PRSS1
ENSG00000275896,PRSS2
ENSG00000010438,PRSS3
ENSG00000250591,PRSS3P1
ENSG00000277083,PRSS3P3
ENSG00000204982,PRSS3P4
ENSG00000052344,PRSS8
ENSG00000099256,PRTFDC1
ENSG00000166450,PRTG
ENSG00000196415,PRTN3
ENSG00000143363,PRUNE1
ENSG00000106772,PRUNE2
ENSG00000234706,PRUNEP1
ENSG00000105227,PRX
ENSG00000169789,PRY
ENSG00000169807,PRY2
ENSG00000224166,PRYP1
ENSG00000231311,PRYP2
ENSG00000169763,PRYP3
ENSG00000172283,PRYP4
ENSG00000233546,PRYP5
ENSG00000248573,PRYP6
ENSG00000197746,PSAP
ENSG00000178597,PSAPL1
ENSG00000135069,PSAT1
ENSG00000253810,PSAT1P1
ENSG00000232144,PSAT1P2
ENSG00000230787,PSAT1P3
ENSG00000224962,PSAT1P4
ENSG00000167653,PSCA
ENSG00000059915,PSD
ENSG00000146005,PSD2
ENSG00000249131,PSD2-AS1
ENSG00000156011,PSD3
ENSG00000125637,PSD4
ENSG00000080815,PSEN1
ENSG00000143801,PSEN2
ENSG00000205155,PSENEN
ENSG00000231924,PSG1
ENSG00000242221,PSG2
ENSG00000221826,PSG3
ENSG00000243137,PSG4
ENSG00000204941,PSG5
ENSG00000170848,PSG6
ENSG00000221878,PSG7
ENSG00000124467,PSG8
ENSG00000225877,PSG8-AS1
ENSG00000183668,PSG9
ENSG00000164985,PSIP1
ENSG00000159792,PSKH1
ENSG00000147613,PSKH2
ENSG00000129084,PSMA1
ENSG00000106588,PSMA2
ENSG00000254582,PSMA2P1
ENSG00000251234,PSMA2P2
ENSG00000227890,PSMA2P3
ENSG00000100567,PSMA3
ENSG00000257621,PSMA3-AS1
ENSG00000258563,PSMA3P
ENSG00000041357,PSMA4
ENSG00000143106,PSMA5
ENSG00000100902,PSMA6
ENSG00000215414,PSMA6P1
ENSG00000229083,PSMA6P2
ENSG00000233767,PSMA6P3
ENSG00000271625,PSMA6P4
ENSG00000101182,PSMA7
ENSG00000154611,PSMA8
ENSG00000008018,PSMB1
ENSG00000126067,PSMB2
ENSG00000277791,PSMB3
ENSG00000235444,PSMB3P2
ENSG00000159377,PSMB4
ENSG00000100804,PSMB5
ENSG00000142507,PSMB6
ENSG00000136930,PSMB7
ENSG00000259074,PSMB7P1
ENSG00000204264,PSMB8
ENSG00000204261,PSMB8-AS1
ENSG00000240065,PSMB9
ENSG00000100764,PSMC1
ENSG00000241506,PSMC1P1
ENSG00000213781,PSMC1P2
ENSG00000231244,PSMC1P3
ENSG00000248781,PSMC1P4
ENSG00000250273,PSMC1P5
ENSG00000240255,PSMC1P6
ENSG00000243838,PSMC1P7
ENSG00000256896,PSMC1P8
ENSG00000255993,PSMC1P9
ENSG00000161057,PSMC2
ENSG00000165916,PSMC3
ENSG00000131470,PSMC3IP
ENSG00000013275,PSMC4
ENSG00000087191,PSMC5
ENSG00000100519,PSMC6
ENSG00000173692,PSMD1
ENSG00000175166,PSMD2
ENSG00000108344,PSMD3
ENSG00000159352,PSMD4
ENSG00000223741,PSMD4P1
ENSG00000095261,PSMD5
ENSG00000163636,PSMD6
ENSG00000243410,PSMD6-AS1
ENSG00000239653,PSMD6-AS2
ENSG00000103035,PSMD7
ENSG00000099341,PSMD8
ENSG00000228264,PSMD8P1
ENSG00000110801,PSMD9
ENSG00000092010,PSME1
ENSG00000100911,PSME2
ENSG00000225131,PSME2P2
ENSG00000227462,PSME2P6
ENSG00000131467,PSME3
ENSG00000068878,PSME4
ENSG00000125818,PSMF1
ENSG00000183527,PSMG1
ENSG00000128789,PSMG2
ENSG00000157778,PSMG3
ENSG00000230487,PSMG3-AS1
ENSG00000180822,PSMG4
ENSG00000204540,PSORS1C1
ENSG00000204538,PSORS1C2
ENSG00000204528,PSORS1C3
ENSG00000121390,PSPC1
ENSG00000226352,PSPC1-AS2
ENSG00000227879,PSPC1P1
ENSG00000244615,PSPC1P2
ENSG00000146733,PSPH
ENSG00000226278,PSPHP1
ENSG00000125650,PSPN
ENSG00000134222,PSRC1
ENSG00000179988,PSTK
ENSG00000140368,PSTPIP1
ENSG00000152229,PSTPIP2
ENSG00000169403,PTAFR
ENSG00000188647,PTAR1
ENSG00000011304,PTBP1
ENSG00000259078,PTBP1P
ENSG00000117569,PTBP2
ENSG00000119314,PTBP3
ENSG00000106246,PTCD1
ENSG00000049883,PTCD2
ENSG00000258456,PTCD2P1
ENSG00000234256,PTCD2P2
